,Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Fiber_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_mcg,Manganese_mg,Selenium_mcg,VitC_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,VitB6_mg,Folate_mcg,VitB12_mcg,VitA_mcg,VitE_mg,VitD2_mcg
388,babyfood fruit applsauc jr,37.0,0.0,0.0,0.0,10.3,1.7,8.48,5.0,0.22,3.0,6.0,77.0,1.0,0.04,0.035,0.0,0.3,37.8,0.012,0.027,0.063,0.03,2.0,0.0,0.0,0.6,0.0
389,babyfood fruit apricot wtapioca str,60.0,0.3,0.0,0.0,16.3,1.5,1.41,9.0,0.3,4.0,10.0,121.0,0.0,0.05,0.034,0.0,0.3,21.6,0.008,0.013,0.195,0.03,2.0,0.0,36.0,0.1,0.0
390,babyfood veg corn crmd str,57.0,1.4,0.076,0.4,14.1,2.1,1.23,20.0,0.28,8.0,33.0,90.0,43.0,0.19,0.034,0.0,1.3,2.1,0.013,0.047,0.512,0.0409999999999999,17.0,0.02,5.0,0.04,0.0
391,babyfood veg corn crmd jr,65.0,1.4,0.074,0.4,16.25,2.1,1.48,4.0,0.27,8.0,33.0,81.0,52.0,0.23,0.038,0.0,1.3,2.2,0.013,0.048,0.504,0.0409999999999999,20.0,0.02,2.0,0.04,0.0
392,babyfood veg peas str,50.0,3.27,0.07,0.43,8.36,2.0,2.01,18.0,0.95,17.0,50.0,106.0,5.0,0.47,0.061,0.218,0.1,0.6,0.087,0.065,1.119,0.016,28.0,0.0,11.0,0.02,0.0
393,babyfood peas dices todd,64.0,3.9,0.14,0.8,10.3,3.9,4.13,21.0,1.0,19.0,67.0,81.0,48.0,0.5,0.08,0.15,0.1,6.0,0.1,0.06,0.85,0.06,35.0,0.0,15.0,0.45,0.0
395,babyfood fruit apricot wtapioca jr,63.0,0.3,0.0,0.0,17.3,1.5,1.4,8.0,0.27,4.0,10.0,125.0,0.0,0.04,0.036,0.0,0.3,17.9,0.008,0.013,0.196,0.0279999999999999,2.0,0.0,36.0,0.6,0.0
396,babyfood fruit bananas wtapioca str,56.0,0.4,0.035,0.1,15.3,1.6,0.38,5.0,0.2,10.0,7.0,88.0,0.0,0.06,0.04,0.0,0.6,16.7,0.012,0.031,0.183,0.115,6.0,0.0,2.0,0.6,0.0
399,babyfood fruit pears str,42.0,0.3,0.012,0.2,10.8,2.8,6.98,8.0,0.24,8.0,12.0,130.0,1.0,0.08,0.065,0.0,0.4,24.5,0.013,0.0279999999999999,0.1889999999999999,0.008,4.0,0.0,1.0,0.09,0.0
400,babyfood fruit pears jr,44.0,0.3,0.006,0.1,11.6,2.8,7.34,8.0,0.25,9.0,12.0,115.0,1.0,0.08,0.08,0.0,0.4,22.0,0.0139999999999999,0.03,0.188,0.01,4.0,0.0,1.0,0.6,0.0
401,babyfood fruit plums wtapioca wovit c str,71.0,0.1,0.0,0.0,19.7,1.2,13.34,6.0,0.2,4.0,6.0,85.0,0.0,0.08,0.037,0.0,0.4,1.1,0.008,0.0279999999999999,0.213,0.024,2.0,0.0,7.0,0.14,0.0
402,babyfood fruit plums wtapioca wovit c jr,74.0,0.1,0.0,0.0,20.5,1.2,13.64,6.0,0.22,4.0,6.0,83.0,0.0,0.08,0.038,0.0,0.4,0.8,0.006,0.03,0.206,0.0289999999999999,1.0,0.0,5.0,0.6,0.0
406,babyfood fruit dssrt mango w tapioca,70.0,0.3,0.039,0.2,19.0,1.1,13.0,8.0,0.2,6.0,4.0,66.0,4.0,0.03,0.03,0.0,0.4,15.8,0.02,0.02,0.2,0.08,8.0,0.0,23.0,0.66,0.0
407,babyfood pears dices todd,57.0,0.3,0.01,0.1,13.6,1.2,8.66,10.0,0.2,7.0,13.0,51.0,6.0,0.09,0.04,0.03,0.4,31.3,0.01,0.02,0.13,0.04,1.0,0.0,1.0,0.11,0.0
408,babyfood fruit applsaucapricots str,44.0,0.2,0.024,0.2,11.64,1.8,9.25,6.0,0.25,4.0,9.0,120.0,0.0,0.04,0.0409999999999999,0.0,0.3,18.9,0.0139999999999999,0.0289999999999999,0.14,0.03,2.0,0.0,17.0,0.18,0.0
409,babyfood fruit applsaucapricots jr,47.0,0.2,0.0279999999999999,0.2,12.4,1.8,8.72,6.0,0.26,4.0,10.0,109.0,0.0,0.03,0.044,0.0,0.3,17.9,0.0139999999999999,0.03,0.145,0.03,1.0,0.0,2.0,0.04,0.0
410,babyfood fruit applsauccherries str,51.0,0.0,0.0,0.0,14.1,1.1,10.81,1.0,0.3,4.0,8.0,132.0,1.0,0.03,0.045,0.0,0.3,42.8,0.01,0.03,0.14,0.037,0.0,0.0,2.0,0.12,0.0
411,babyfood fruit applsauc  cherries jr,51.0,0.0,0.0,0.0,14.1,1.1,10.61,1.0,0.3,4.0,8.0,132.0,1.0,0.03,0.046,0.0,0.3,42.8,0.01,0.03,0.14,0.039,0.0,0.0,2.0,0.06,0.0
412,babyfood fruit applsauc wbanana jr,66.0,0.37,0.04,0.1,16.16,1.6,4.35,5.0,0.24,9.0,12.0,131.0,3.0,0.05,0.04,0.1,0.4,17.3,0.01,0.031,0.163,0.1,3.0,0.0,0.0,0.02,0.0
413,babyfood fruit applsaucpnappl str,37.0,0.1,0.01,0.1,10.1,1.5,0.0,4.0,0.1,3.0,6.0,78.0,2.0,0.02,0.035,0.0,0.3,28.1,0.021,0.026,0.078,0.039,2.0,0.0,0.0,0.6,0.0
414,babyfood fruit applsaucpnappl jr,39.0,0.1,0.011,0.1,10.5,1.5,0.0,4.0,0.1,4.0,6.0,76.0,2.0,0.03,0.036,0.0,0.3,26.8,0.022,0.027,0.079,0.039,2.0,0.0,1.0,0.6,0.0
415,babyfood fruit appl  raspberry str,58.0,0.2,0.033,0.2,15.6,2.1,12.96,5.0,0.22,4.0,8.0,80.0,0.0,0.03,0.054,0.0,0.3,26.8,0.0139999999999999,0.0279999999999999,0.106,0.034,1.0,0.0,1.0,0.21,0.0
416,babyfood fruit appl  raspberry jr,58.0,0.2,0.032,0.2,15.4,2.1,12.96,5.0,0.22,4.0,8.0,72.0,0.0,0.03,0.053,0.0,0.3,28.9,0.012,0.0289999999999999,0.104,0.034,1.0,0.0,2.0,0.07,0.0
417,babyfood fruit  veg appl  swt potato,64.0,0.3,0.0409999999999999,0.22,15.3,1.4,11.6,8.0,0.2,6.0,17.0,149.0,3.0,0.1,0.09,0.06,0.3,6.4,0.01,0.02,0.1,0.05,2.0,0.0,103.0,0.16,0.0
418,babyfood fruit bananaspnappl wtapioca jr,68.0,0.2,0.036,0.1,18.4,1.6,8.41,7.0,0.13,6.0,5.0,78.0,0.0,0.03,0.04,0.0,0.6,21.2,0.015,0.019,0.182,0.092,6.0,0.0,2.0,0.02,0.0
419,babyfood fruit bananaspnappl wtapioca str,65.0,0.2,0.0,0.0,17.8,1.6,10.73,7.0,0.23,6.0,5.0,68.0,0.0,0.04,0.039,0.0,0.6,19.2,0.019,0.019,0.168,0.0819999999999999,18.0,0.0,3.0,0.06,0.0
420,babyfood fruit pearspnappl str,41.0,0.3,0.0069999999999999,0.1,10.9,2.6,7.79,10.0,0.25,7.0,9.0,116.0,0.0,0.07,0.14,0.0,0.4,27.5,0.021,0.0279999999999999,0.207,0.016,3.0,0.0,1.0,0.04,0.0
421,babyfood fruit pearspnappl jr,44.0,0.3,0.013,0.2,11.4,2.6,7.36,10.0,0.21,7.0,10.0,118.0,0.0,0.13,0.105,0.0,0.4,16.8,0.024,0.023,0.183,0.013,3.0,0.0,2.0,0.08,0.0
422,babyfood fruit guavapapaya wtapioca str,63.0,0.2,0.0,0.1,17.0,0.0,0.0,7.0,0.2,5.0,6.0,74.0,4.0,0.06,0.0,0.0,0.4,80.9,0.01,0.022,0.263,0.0139999999999999,2.0,0.0,9.0,0.0,0.0
423,babyfood peaches dices todd,51.0,0.5,0.016,0.2,11.8,0.8,9.49,6.0,0.2,8.0,17.0,83.0,9.0,0.12,0.03,0.05,0.4,31.3,0.01,0.02,0.47,0.04,5.0,0.0,7.0,0.83,0.0
424,babyfood fruit papayaapplsauc wtapioca str,70.0,0.2,0.0,0.1,18.9,1.4,0.0,7.0,0.44,5.0,5.0,79.0,5.0,0.03,0.044,0.0,0.4,113.1,0.01,0.0279999999999999,0.108,0.023,2.0,0.0,4.0,0.0,0.0
426,babyfood fruit applblueberry str,61.0,0.2,0.024,0.2,16.3,1.8,13.93,4.0,0.2,3.0,8.0,69.0,1.0,0.03,0.0559999999999999,0.0,0.4,27.8,0.017,0.034,0.12,0.037,4.0,0.0,1.0,0.12,0.0
427,babyfood fruit applblueberry jr,62.0,0.2,0.024,0.2,16.6,1.8,8.83,5.0,0.4,3.0,7.0,65.0,1.0,0.04,0.057,0.0,0.4,13.9,0.018,0.043,0.103,0.042,3.0,0.0,2.0,0.27,0.0
428,babyfood juice apple,47.0,0.0,0.018,0.1,11.7,0.1,10.7,4.0,0.57,3.0,5.0,91.0,8.0,0.03,0.04,0.0,0.1,57.9,0.0069999999999999,0.016,0.083,0.0289999999999999,0.0,0.0,1.0,0.6,0.0
429,babyfood apple-banana juc,51.0,0.2,0.018,0.1,12.3,0.2,11.0,7.0,0.2,6.0,8.0,123.0,4.0,0.04,0.02,0.08,0.3,27.9,0.01,0.01,0.14,0.06,1.0,0.0,0.0,0.02,0.0
430,babyfood juc applpeach,43.0,0.2,0.018,0.1,10.5,0.1,9.59,3.0,0.56,3.0,4.0,97.0,0.0,0.03,0.037,0.0,0.3,58.5,0.008,0.011,0.213,0.022,1.0,0.0,3.0,0.15,0.0
431,babyfood apple-cranberry juc,46.0,0.0,0.0069999999999999,0.02,11.49,0.0,6.88,6.0,0.22,3.0,7.0,97.0,5.0,0.05,0.01,0.16,0.1,27.9,0.0,0.02,0.07,0.03,0.0,0.0,1.0,0.56,0.0
432,babyfood juc applplum,49.0,0.1,0.0,0.0,12.3,0.1,11.54,5.0,0.62,3.0,3.0,101.0,0.0,0.03,0.042,0.0,0.3,58.2,0.02,0.017,0.195,0.0279999999999999,0.0,0.0,2.0,0.04,0.0
433,babyfood juc applprune,72.0,0.2,0.018,0.1,18.1,0.1,10.58,9.0,0.95,7.0,15.0,148.0,8.0,0.05,0.062,0.0,0.3,67.5,0.005,0.002,0.301,0.035,0.0,0.0,1.0,0.05,0.0
435,babyfood juc orangeappl,43.0,0.4,0.0,0.2,10.1,0.0,0.0,10.0,0.2,5.0,7.0,138.0,3.0,0.03,0.04,0.0,0.1,76.9,0.038,0.0279999999999999,0.185,0.038,12.0,0.0,4.0,0.0,0.0
436,babyfood juc orangeapplbanana,47.0,0.4,0.016,0.1,11.5,0.1,10.03,5.0,0.35,6.0,8.0,134.0,0.0,0.03,0.044,0.0,0.1,32.1,0.043,0.027,0.263,0.062,10.0,0.0,1.0,0.02,0.0
439,babyfood juc orangepnappl,48.0,0.5,0.01,0.1,11.7,0.1,0.0,8.0,0.42,9.0,9.0,141.0,2.0,0.04,0.044,0.0,0.1,53.4,0.05,0.023,0.1939999999999999,0.062,19.0,0.0,2.0,0.6,0.0
441,babyfood juc mxd fruit,47.0,0.1,0.015,0.1,11.7,0.1,8.46,8.0,0.34,5.0,5.0,101.0,8.0,0.03,0.04,0.0,0.5,63.6,0.023,0.0139999999999999,0.123,0.043,7.0,0.0,2.0,0.04,0.0
446,babyfood crl mxd w applsauc  bananas str,82.0,0.71,0.09,0.51,18.38,1.0,11.1,91.0,6.81,7.0,29.0,111.0,5.0,1.01,0.055,0.0,2.6,15.9,0.126,0.156,2.02,0.1009999999999999,0.0,0.51,0.0,0.03,0.0
447,babyfood crl mxd w applsauc  bananas jr fort,84.0,0.71,0.072,0.51,18.79,1.0,11.1,91.0,6.81,7.0,29.0,111.0,5.0,1.01,0.055,0.0,2.6,15.9,0.126,0.156,2.02,0.1009999999999999,0.0,0.51,0.0,0.68,0.0
450,babyfood crl oatmeal w applsauc  bananas str,75.0,0.89,0.125,0.89,15.62,0.9,8.85,6.0,7.5,11.0,41.0,97.0,4.0,7.5,0.073,0.0,3.0,13.9,0.111,0.133,1.77,0.089,0.0,0.0,0.0,0.59,0.0
451,babyfood crl oatmeal w applsauc  bananas jr fort,76.0,0.89,0.126,0.89,16.03,0.9,8.85,6.0,7.5,11.0,41.0,97.0,4.0,7.5,0.075,0.0,3.0,13.9,0.111,0.133,1.77,0.089,0.0,0.44,0.0,0.59,0.0
454,babyfood crl rice w applsauc  bananas str,80.0,1.2,0.114,0.4,17.1,1.0,2.24,17.0,6.73,3.0,12.0,28.0,4.0,0.08,0.051,0.0,2.1,31.6,0.26,0.422,4.017,0.2339999999999999,3.0,0.0,1.0,0.04,0.0
455,babyfood crl wegg yolks str,51.0,1.9,0.61,1.8,7.0,0.9,0.0,24.0,0.47,3.0,40.0,39.0,33.0,0.29,0.022,0.0,0.0,0.7,0.009,0.044,0.049,0.021,3.0,0.07,40.0,0.0,0.0
456,babyfood crl wegg yolks jr,52.0,1.9,0.61,1.8,7.1,0.9,0.0,24.0,0.51,3.0,40.0,35.0,33.0,0.29,0.022,0.0,0.0,0.7,0.008,0.045,0.048,0.02,3.0,0.06,41.0,0.0,0.0
457,babyfood crl weggs str,58.0,2.2,0.49,1.5,8.0,0.0,0.0,27.0,0.54,3.0,46.0,44.0,38.0,0.33,0.025,0.0,0.0,0.8,0.01,0.05,0.0559999999999999,0.024,9.0,0.08,0.0,0.0,0.0
458,babyfood crl egg yolksbacon jr,79.0,2.5,1.64,5.0,6.2,0.9,0.0,28.0,0.47,5.0,50.0,35.0,48.0,0.27,0.02,0.0,0.0,0.9,0.05,0.077,0.266,0.026,4.0,0.09,28.0,0.0,0.0
469,babyfood dssrt dutch appl str,75.0,0.2,0.19,0.4,19.74,1.4,17.89,5.0,0.2,2.0,3.0,33.0,0.0,0.01,0.059,0.0,0.2,21.4,0.011,0.013,0.048,0.011,1.0,0.0,2.0,0.04,0.0
470,babyfood dssrt dutch appl jr,79.0,0.2,0.025,0.16,19.18,1.4,17.89,3.0,0.11,4.0,7.0,67.0,3.0,0.03,0.03,0.02,0.2,18.0,0.01,0.012,0.048,0.017,0.0,0.0,1.0,0.04,0.0
471,babyfood cherry cobbler jr,78.0,0.3,0.02,0.1,19.2,0.2,10.39,5.0,0.1,2.0,6.0,45.0,0.0,0.05,0.01,0.02,0.9,9.3,0.01,0.01,0.06,0.02,2.0,0.0,2.0,0.03,0.0
472,babyfood dssrt cherry vanilla pudd str,68.0,0.2,0.087,0.3,17.8,0.3,9.15,5.0,0.19,2.0,7.0,34.0,0.0,0.04,0.05,0.0,0.6,1.1,0.008,0.011,0.038,0.011,0.0,0.01,18.0,0.01,0.0
473,babyfood dssrt cherry vanilla pudd jr,69.0,0.2,0.0579999999999999,0.2,18.4,0.3,16.98,5.0,0.17,2.0,7.0,33.0,0.0,0.03,0.051,0.0,0.6,1.1,0.0069999999999999,0.011,0.038,0.012,0.0,0.01,18.0,0.01,0.0
474,babyfood dssrt fruit pudd orange str,80.0,1.1,0.545,0.9,17.7,0.6,0.0,32.0,0.1,5.0,28.0,86.0,20.0,0.17,0.05,0.0,0.6,9.1,0.04,0.057,0.119,0.027,8.0,0.01,6.0,0.0,0.0
475,babyfood dssrt peach cobbler str,65.0,0.3,0.0,0.0,17.8,0.7,10.62,4.0,0.1,2.0,5.0,54.0,7.0,0.3,0.19,0.0,1.0,20.5,0.009,0.0139999999999999,0.259,0.0069999999999999,2.0,0.0,7.0,0.31,0.0
476,babyfood dssrt peach cobbler jr,67.0,0.3,0.0,0.0,18.3,0.7,11.89,4.0,0.1,2.0,6.0,56.0,0.0,0.03,0.196,0.0,1.0,20.5,0.01,0.015,0.259,0.0069999999999999,2.0,0.0,7.0,0.31,0.0
477,babyfood dssrt peach melba str,60.0,0.2,0.0,0.0,16.5,0.0,0.0,10.0,0.33,2.0,5.0,83.0,9.0,0.28,0.178,0.0,0.0,31.4,0.006,0.036,0.3429999999999999,0.006,2.0,0.0,56.0,0.0,0.0
478,babyfood dssrt peach melba jr,60.0,0.3,0.0,0.0,16.4,0.0,0.0,11.0,0.3,2.0,5.0,93.0,9.0,0.28,0.177,0.0,0.0,26.0,0.0069999999999999,0.03,0.272,0.006,2.0,0.0,26.0,0.0,0.0
479,babyfood dssrt fruit pudd pnappl str,81.0,1.3,0.099,0.3,20.3,0.7,10.28,31.0,0.18,9.0,31.0,81.0,0.0,0.2,0.023,0.0,1.2,27.2,0.038,0.046,0.107,0.04,5.0,0.06,11.0,0.0,0.0
480,babyfood dssrt fruit dssrt wovit c str,59.0,0.3,0.0,0.0,16.0,0.6,12.6,9.0,0.22,5.0,7.0,94.0,0.0,0.04,0.03,0.0,0.4,2.5,0.016,0.009,0.143,0.037,3.0,0.0,7.0,0.29,0.0
481,babyfood dssrt fruit dssrt wovit c jr,63.0,0.3,0.0,0.0,17.2,0.6,12.0,9.0,0.21,5.0,8.0,95.0,0.0,0.05,0.03,0.0,0.4,3.0,0.021,0.012,0.144,0.033,4.0,0.0,7.0,0.29,0.0
482,babyfood dssrt tropical fruit jr,60.0,0.2,0.0,0.0,16.4,0.0,0.0,10.0,0.26,5.0,8.0,58.0,7.0,0.05,0.0279999999999999,0.0,0.4,18.8,0.011,0.031,0.08,0.031,3.0,0.0,1.0,0.0,0.0
483,babyfood dssrt custard pudd vanilla str,85.0,1.6,1.01,2.0,16.0,0.0,11.5,55.0,0.24,5.0,45.0,66.0,0.0,0.28,0.05,0.0,2.4,0.8,0.012,0.08,0.04,0.02,6.0,0.01,18.0,0.23,0.5
484,babyfood dssrt custard pudd vanilla jr,86.0,1.76,0.325,0.98,17.58,0.2,12.2,54.0,0.22,5.0,55.0,68.0,26.0,0.3,0.01,0.01,2.4,0.4,0.012,0.054,0.076,0.03,6.0,0.23,13.0,0.09,0.5
485,babyfood juc applgrape,46.0,0.1,0.04,0.2,11.34,0.1,10.9,6.0,0.39,6.0,5.0,90.0,0.0,0.04,0.078,0.0,0.1,31.5,0.0069999999999999,0.021,0.109,0.034,1.0,0.0,0.0,0.0,0.0
486,babyfood juc fruit punch wca,52.0,0.2,0.02,0.1,12.7,0.4,10.6,64.0,0.3,7.0,11.0,86.0,4.0,0.04,0.02,0.09,0.1,21.2,0.01,0.02,0.1,0.05,1.0,0.0,0.0,0.01,0.0
487,babyfood juc applcherry,41.0,0.1,0.035,0.2,9.9,0.1,8.98,5.0,0.66,3.0,6.0,98.0,0.0,0.03,0.043,0.0,0.1,58.3,0.008,0.015,0.094,0.031,0.0,0.0,0.0,0.02,0.0
488,babyfood juc appl wca,46.0,0.06,0.018,0.1,11.1,0.4,9.0,127.0,0.2,6.0,8.0,92.0,3.0,0.03,0.01,0.29,0.1,21.2,0.02,0.02,0.08,0.03,0.0,0.0,0.0,0.0,0.0
489,babyfood dinner vegchick jr,53.0,2.04,0.302,1.12,8.66,1.1,1.46,27.0,0.33,8.0,32.0,83.0,34.0,0.3,0.02,0.11,2.1,0.2,0.025,0.046,0.628,0.046,3.0,0.02,131.0,0.16,0.0
490,babyfood dinner mxd veg str,41.0,1.2,0.0,0.1,9.5,0.0,0.0,22.0,0.33,11.0,24.0,121.0,38.0,0.16,0.044,0.0,0.7,2.8,0.015,0.031,0.502,0.075,8.0,0.0,136.0,0.0,0.0
491,babyfood dinner mxd veg jr,34.0,1.01,0.0,0.11,7.88,1.0,3.08,17.0,0.31,13.0,30.0,112.0,40.0,0.24,0.036,0.144,0.3,3.3,0.0139999999999999,0.042,0.5660000000000001,0.114,11.0,0.0,462.0,0.3,0.0
492,babyfood fruit bananas wtapioca jr,67.0,0.4,0.076,0.2,17.8,1.6,7.1,8.0,0.3,12.0,9.0,108.0,0.0,0.07,0.046,0.0,0.6,25.7,0.015,0.02,0.218,0.139,6.0,0.0,2.0,0.6,0.0
495,babyfood veg mix veg str,36.0,1.0,0.089,0.5,8.25,1.5,1.57,13.0,0.32,10.0,22.0,127.0,0.0,0.15,0.04,0.0,0.7,1.7,0.022,0.025,0.327,0.055,4.0,0.0,158.0,0.24,0.0
496,babyfood dinner bf noodle jr,57.0,2.5,0.7659999999999999,1.9,7.3,1.1,1.45,8.0,0.43,7.0,30.0,46.0,26.0,0.4,0.032,0.0,5.7,1.4,0.0279999999999999,0.036,0.5820000000000001,0.031,6.0,0.1,33.0,0.47,0.0
497,babyfood appls wham str,62.0,2.6,0.25,0.9,10.9,1.8,7.98,4.0,0.3,7.0,34.0,120.0,9.0,0.4,0.04,0.02,4.6,0.1,0.06,0.06,0.73,0.07,2.0,0.02,0.0,0.07,0.1
501,babyfood dinner applschick str,65.0,2.16,0.347,1.38,10.88,1.8,6.06,18.0,0.38,6.0,32.0,95.0,12.0,0.36,0.04,0.03,2.5,0.2,0.02,0.057,0.5770000000000001,0.083,1.0,0.02,2.0,0.07,0.0
503,babyfood  beverage  gerber graduate fruit splashers,31.0,0.0,0.0,0.0,7.4,0.0,6.12,71.0,0.0,3.0,3.0,22.0,11.0,0.71,0.0139999999999999,0.087,0.1,35.3,0.0069999999999999,0.013,0.06,0.022,1.0,0.0,0.0,0.0,0.0
515,babyfood crl rice whoney prep wwhl milk,115.0,3.9,0.0,3.3,17.1,0.0,0.0,291.0,10.81,45.0,181.0,141.0,49.0,0.65,0.063,0.0,0.0,0.0,0.476,0.608,6.082999999999999,0.115,8.0,0.3,21.0,0.0,0.0
519,inf formula nestle good start supreme w iron rtf,66.0,1.45,1.47,3.37,7.39,0.0,5.0,42.0,0.99,5.0,24.0,71.0,18.0,0.53,0.053,0.0,1.3,5.9,0.066,0.092,0.693,0.05,0.0,0.22,60.0,0.99,1.1
520,inf formula nes g start supr w iron liq conc not recon,127.0,2.79,2.97,6.5,14.2,0.0,9.7,81.0,1.9,9.0,46.0,137.0,34.0,1.02,0.1,0.0,1.6,11.0,0.127,0.178,1.33,0.095,0.0,0.42,114.0,1.91,1.9
522,inf formula  mead johnson  enfamil  wiron  rtf,63.0,1.38,1.469,3.5,7.2,0.0,7.18,51.0,1.18,5.0,35.0,71.0,18.0,0.66,0.05,0.0,1.8,7.9,0.052,0.092,0.66,0.04,0.0,0.19,58.0,0.87,1.0
524,infant formula mead johnson enfamil lo iron rtf,63.0,1.38,1.479,3.5,7.18,0.0,7.18,51.0,0.46,5.0,35.0,71.0,18.0,0.66,0.05,0.01,1.8,7.9,0.052,0.092,0.66,0.04,0.0,0.19,58.0,0.87,1.0
527,inf formu mead johns enfa lipil w iro liq conc w ara  dha,131.0,2.76,3.08,6.96,14.34,0.0,14.0,102.0,2.36,11.0,70.0,142.0,35.0,1.31,0.098,0.0,3.6,15.8,0.105,0.184,1.3130000000000002,0.079,0.0,0.39,118.0,1.22,2.0
528,inf formula mead johnson enfamil nutramigen w iron rtf,66.0,1.83,1.364,3.5,6.81,0.0,5.13,62.0,1.18,7.0,42.0,72.0,31.0,0.66,0.05,0.0,1.8,7.9,0.052,0.059,0.66,0.04,0.0,0.19,58.0,0.87,0.8
530,inf formula  mead john  enfamil lipil w iron rtf w ar  dh,64.0,1.38,1.453,3.5,7.1,0.0,7.1,51.0,1.18,5.0,35.0,71.0,18.0,0.66,0.05,0.01,1.8,7.9,0.052,0.092,0.66,0.04,0.0,0.19,58.0,0.87,1.0
531,inf form mead johnson enfamil nutramigen wiron lc not recon,127.0,3.53,2.879,6.73,13.12,0.0,13.08,120.0,2.28,14.0,80.0,138.0,60.0,1.27,0.095,0.0,3.5,15.1,0.1009999999999999,0.114,1.27,0.077,0.0,0.37,112.0,1.68,1.6
532,inf form me johns enfam lip lo iron liq conc w ara  dha,131.0,2.76,3.0780000000000003,7.16,14.24,0.0,14.24,102.0,0.92,11.0,70.0,142.0,39.0,1.31,0.098,0.0,3.6,15.8,0.105,0.184,1.3130000000000002,0.079,0.0,0.39,118.0,1.22,2.0
534,child formula mead johnson portagen w iron prep from pdr,88.0,3.33,3.953,4.48,8.57,0.0,7.4,88.0,1.75,19.0,66.0,118.0,52.0,0.88,0.148,0.0,0.0,7.6,0.148,0.176,1.944,0.1939999999999999,0.0,0.57,222.0,2.0,1.6
536,inf formula  mead johnson  pregestimil  wiron  prep fro pdr,67.0,1.82,2.172,3.65,6.63,0.0,6.63,75.0,1.17,7.0,49.0,71.0,31.0,0.65,0.049,0.0,1.8,7.8,0.052,0.059,0.654,0.039,0.0,0.19,75.0,1.74,0.9
537,inf formula mead johnson prosobee w iron rtf,63.0,1.64,1.443,3.5,6.11,0.0,6.11,69.0,1.18,7.0,54.0,79.0,23.0,0.79,0.05,0.0,1.8,7.9,0.052,0.059,0.66,0.04,0.0,0.19,58.0,0.87,1.0
539,inf for me john enfam lipil lo iron ready to fe w ara  dha,64.0,1.38,1.453,3.5,7.18,0.0,7.18,51.0,0.46,5.0,35.0,71.0,18.0,0.66,0.05,0.01,1.8,7.9,0.052,0.092,0.66,0.04,0.0,0.19,58.0,0.87,1.0
542,inf formu  me joh  enf  lac  li  w ir li co n re w ar  dh,132.0,2.68,3.059,7.11,14.42,0.0,13.96,104.0,2.3,10.0,70.0,140.0,38.0,1.28,0.096,0.0,3.6,15.3,0.102,0.179,1.283,0.077,0.0,0.38,113.0,1.7,1.9
543,inf formula mead johnson enfamil lipil rtf w ara  dha,66.0,1.38,1.453,3.5,6.44,0.0,6.44,54.0,1.18,5.0,36.0,72.0,19.0,0.66,0.05,0.0,1.8,7.9,0.052,0.092,0.66,0.04,0.0,0.19,58.0,0.87,1.0
546,inf formula  abb nut simi nat ca ad rtf w ara  dha,78.0,2.12,2.544,4.24,8.2,0.0,8.2,163.0,0.29,9.0,91.0,101.0,34.0,1.17,0.195,0.009,1.4,28.9,0.195,0.484,3.902,0.195,0.0,0.43,292.0,2.09,2.9
547,inf formula  ab nut  sim  sp ca  adv 24 w ir  rt w ar  dh,71.0,1.8,2.12,3.26,8.73,0.0,8.3,141.0,1.41,9.0,79.0,101.0,34.0,1.18,0.196,0.009,1.4,29.1,0.196,0.487,3.927,0.196,0.0,0.43,294.0,2.11,2.7
548,inf formula  abbo nutr  simil isomi w iron rtf,66.0,1.61,1.166,3.59,6.7,0.0,6.7,69.0,1.18,5.0,49.0,71.0,29.0,0.49,0.049,0.016,1.4,5.9,0.039,0.059,0.887,0.039,0.0,0.3,59.0,1.32,1.0
549,inf formula  abbott nutr  similac  isomil w iron liq conc,128.0,3.13,2.262,6.98,13.21,0.0,13.1,134.0,2.3,10.0,96.0,138.0,56.0,0.96,0.096,0.032,2.7,11.5,0.077,0.115,1.725,0.077,0.0,0.58,114.0,1.2,1.9
551,inf fo me jo enf nutr lipil w ir liq co not re w ara  dha,126.0,3.53,2.798,6.73,13.12,0.0,9.87,123.0,2.28,14.0,80.0,138.0,60.0,1.27,0.095,0.0,3.5,15.1,0.1009999999999999,0.114,1.271,0.077,0.0,0.37,112.0,1.68,1.6
552,inf formu me johns enfam nutra lipi w iro rtf w ara  dha,66.0,1.83,1.453,3.5,6.81,0.0,5.13,62.0,1.18,7.0,42.0,72.0,31.0,0.66,0.05,0.0,1.8,7.9,0.052,0.059,0.66,0.04,0.0,0.19,58.0,0.87,0.8
553,inf formula  abbott nutr  similac  alimentum  w iron rtf,66.0,1.8,1.838,3.63,6.77,0.0,4.4,69.0,1.18,5.0,49.0,77.0,29.0,0.49,0.049,0.006,1.2,5.9,0.039,0.059,0.885,0.039,0.0,0.3,59.0,1.32,0.7
555,inf formula  abbott nutr  similac  w iron  rtf,65.0,1.36,1.237,3.55,6.92,0.0,6.9,51.0,1.18,4.0,28.0,69.0,16.0,0.49,0.059,0.003,1.2,5.9,0.066,0.099,0.69,0.039,0.0,0.16,59.0,1.32,1.0
